episode_id,seed,shape,color,material,action,event_label,utterance_pre,utterance_post,mass,friction,bounciness,hardness,rollability,graspability,initial_obj_x,initial_obj_y,early_obj_vx,early_obj_vy,final_obj_x,final_obj_y,first_contact_force,max_force,contact_count,slip_estimate,vibration_energy,hardness_proxy
2000013,900013240,ball,yellow,wood,tap,small_move,What happens if you tap the ball?,The yellow ball moved a little.,1.4009773264306509,0.4782277204030768,0.15941934958317927,0.6878088075600716,1.0,0.45,149.09017298002487,74.26000288671554,-0.07322528660381629,-0.5593653523842875,148.0282276566865,66.14784044184938,0.40198995743413574,0.46419773778697615,18.0,0.8852933429045313,1.1891213096071815,0.7720734114775035
2000014,900014249,cup,red,plastic,grasp,grasp_success,Can you grasp the red cup?,You picked up the red cup.,1.1697181322647225,0.41084212162822425,0.4313623431576108,0.4960029184751498,0.1,0.8,153.25318315084957,81.17103157012052,0.0,0.0,155.41942280247204,56.08495406975085,0.44473769714848294,0.5377876740030962,18.0,1.41470155220681,3.6361873358369143,0.5678992719889778
2000015,900015258,ball,yellow,wood,poke,small_move,Can you poke the yellow ball?,The yellow ball moved a little.,1.6934610307312907,0.6054531128720367,0.1671008419547419,0.7573960030491014,1.0,0.45,108.63837118336917,75.81732797308212,0.25962857845717835,0.4373044402981654,111.91204560609955,81.33132943493062,0.5290810751294437,0.5475533610574477,10.0,0.7374744291391027,0.8290581175576315,0.8525588511392583
2000016,900016267,plush,yellow,foam,poke,slides,Look at the yellow plush. Try to poke it.,The yellow plush slid on the floor.,0.5882561484573015,0.8000853611674281,0.03200090684341316,0.30447689508880693,0.03,0.75,123.96542912257044,91.32129761185367,3.651101505409027,3.2337689327634505,166.31623361660323,128.83126977982803,0.29026180352365044,0.35068665693101186,17.0,0.5571779920346432,0.16779279997596389,0.3368327676784722
2000017,900017276,block,purple,plastic,grasp,grasp_success,Look at the purple block. Try to grasp it.,You picked up the purple block.,1.1338228054243877,0.4008667212247952,0.3782733869777785,0.5943127746736144,0.05,0.62,98.72580728624557,107.47298309988992,0.0,0.0,98.84837934629465,82.02036662693588,0.8423030430594358,0.9853842042531625,17.0,1.3326435883511696,5.6164187164064705,0.6710899552490516
2000018,900018285,cup,green,plastic,push,topples,Can you push the green cup?,"Oops, the green cup tipped over.",0.9878621397000613,0.301920007710882,0.3607082213594631,0.5587016957366575,0.1,0.8,113.11474542669352,85.27456635915158,-0.5775917608402009,-10.227777172529404,103.77918220614916,54.915020163788824,0.807865401363229,0.8931817167925986,12.0,1.431243958186147,3.3526783882716478,0.6414927277608073
2000019,900019294,block,red,metal,poke,slides,What happens if you poke the block?,The red block slid on the floor.,2.3079794884883427,0.2590252857239306,0.24379395714349666,0.8872516031303722,0.05,0.62,140.9227339560478,115.88694185876254,-1.191142640595842,0.2891304340154013,123.22804555750038,120.18203865244303,0.8974551421737567,0.9364955973782692,16.0,1.889458604903523,3.2385029228220863,1.0105084716919857
2000020,900020303,ball,red,foam,tap,rolls_far,Can you tap the red ball?,The red ball rolled away!,0.6180638096386368,0.8241836672342642,0.10159025623405143,0.2503683682168012,1.0,0.45,146.40754507161657,67.80768596447172,-2.3535579623880047,-4.776582393346994,109.74697905939443,17.375337048924752,0.22379436189449944,0.2274450944110873,4.0,0.1993719318047518,0.0890957978869133,0.28204656223574126
2000021,900021312,ball,purple,foam,grasp,grasp_success,What happens if you grasp the ball?,You picked up the purple ball.,0.5730183463064202,0.8590891465389873,0.1289516637526405,0.26343156698411935,1.0,0.45,72.11750519899147,81.38535929517812,0.0,0.0,72.05561570945497,61.4279936723004,0.1940040482167669,0.23661652563130608,17.0,0.32821020782101357,0.46094082469052927,0.29863464998810535
2000022,900022321,cup,red,metal,grasp,grasp_success,What happens if you grasp the cup?,You picked up the red cup.,2.3292222446275908,0.3127953620563688,0.2218075989076041,0.9767258363090765,0.1,0.8,105.45457683700359,98.72032598709188,0.0,0.0,104.95747157955948,73.19708575337586,0.6530022844267678,0.7325509227116083,17.0,1.5458070825632393,2.446482912556938,1.1135874514092814
2000023,900023330,ball,purple,wood,grasp,grasp_fail,What happens if you grasp the ball?,The purple ball slipped away.,1.2869614576209725,0.570628969625112,0.12275230494775222,0.7161989449494,1.0,0.45,83.79019936500413,88.02864828624837,0.0,0.0,83.79019936500413,88.02864828624837,0.542637095398554,0.6392633361996467,16.0,0.9210106629270731,1.1587534142793126,0.7839977587237077
2000024,900024339,ball,purple,plastic,push,missed,Look at the purple ball. Try to push it.,You missed the purple ball.,1.1238932949624125,0.3076986607271841,0.41346106841076347,0.6071981056448726,1.0,0.45,88.58791901424215,81.99563743436401,0.0,0.0,88.58791901424215,81.99563743436401,0.0,0.0,0.0,0.0,0.0,0.0
2000025,900025348,ball,blue,metal,push,small_move,What happens if you push the ball?,The blue ball moved a little.,2.0119587119177993,0.26998433759281126,0.1912834331170261,0.8946951174535988,1.0,0.45,108.97026591214555,98.29852368283025,1.01801397795919,-0.45337980312343673,128.52711741501412,89.58874004915178,0.4936323142440391,0.5375579565974064,18.0,2.0356660687467754,1.6276457383078584,1.027296692280826
2000026,900026357,ball,purple,metal,tap,small_move,Look at the purple ball. Try to tap it.,The purple ball moved a little.,2.091082661045011,0.34391123693166636,0.23191593259786836,0.958990788521036,1.0,0.45,72.84731757090331,90.68314792289917,-0.426722958499634,0.4702415252326339,66.29974805499224,97.898459436848,0.8088925248464819,1.054276737812154,18.0,1.0548567558865267,3.985655046841467,1.0837765047886592
2000027,900027366,ball,red,metal,tap,rolls_far,What happens if you tap the ball?,The red ball rolled away!,1.8939174967988688,0.22002655653761258,0.23556129002888754,0.9659186169605877,1.0,0.45,112.06285123329184,111.47171043465944,-0.0021959947274407298,3.1221084198528057,112.02244417954253,168.91957274310033,1.0666230352245454,1.148080733663429,11.0,0.8376156997743748,2.712283622836744,1.0541022277491303
2000028,900028375,cup,red,plastic,tap,slides,Can you tap the red cup?,The red cup slid on the floor.,1.0126907366944118,0.3890817163040425,0.3768619846677448,0.5127346795751679,0.1,0.8,151.41592654797148,101.29928148682234,-2.388572362729092,1.8301118265334047,118.12654051280938,126.8054373946875,0.49563697830322556,0.5885741336637031,14.0,0.7501611221191423,2.8016883596395235,0.5755446090849698
2000029,900029384,plush,purple,plastic,push,slides,What happens if you push the plush?,The purple plush slid on the floor.,1.0939960513289462,0.37570737743477056,0.3293692526067006,0.5056339325482966,0.03,0.75,135.01669463118296,74.54999395522827,3.3701824315492828,-1.8451971752240137,187.86056962809724,45.617622829142825,0.15911800132315193,0.212730705132828,20.0,1.9197969759975384,1.2584500801784249,0.5747421660960119
2000030,900030393,ball,yellow,wood,poke,missed,Look at the yellow ball. Try to poke it.,You missed the yellow ball.,1.5017823804703918,0.548010736033684,0.13139289718089558,0.705619542587454,1.0,0.45,125.6975129660997,104.5283657079818,0.0,0.0,125.6975129660997,104.5283657079818,0.0,0.0,0.0,0.0,0.0,0.0
2000031,900031402,cup,yellow,foam,push,topples,Can you push the yellow cup?,"Oops, the yellow cup tipped over.",0.6208327695054495,0.8330314596902595,0.12145397034157661,0.28472653143171894,0.1,0.8,84.75675869616748,113.76471525709047,9.971352887247122,-2.1096610437207994,198.2065964906273,82.14752541865072,0.38115688929980734,0.38115688929980734,5.0,0.16865050409431748,0.2090515500674596,0.30988831948896217
2000032,900032411,cup,green,metal,tap,slides,What happens if you tap the cup?,The green cup slid on the floor.,2.293760408630237,0.37275313021390466,0.22974052410805854,0.9014107013977357,0.1,0.8,128.6610640462088,109.74247752741334,1.6682049970568575,-0.17653900058736555,157.83304199041822,106.65533185855769,1.3733186222692335,1.4505904527439692,19.0,0.9510685396770506,5.508411814717304,1.0171404490316982
2000033,900033420,plush,purple,metal,grasp,grasp_success,Look at the purple plush. Try to grasp it.,You picked up the purple plush.,1.933774878184385,0.37716001104732017,0.16709298738313733,0.9343847466475061,0.03,0.75,71.82331189005527,114.33194791347918,0.0,0.0,68.85623837586742,89.31462980383816,1.0538985497460982,1.1385815629300866,19.0,1.436166281222139,3.341046314129899,1.0602531804223967
2000034,900034429,cup,blue,metal,grasp,grasp_success,Can you grasp the blue cup?,You picked up the blue cup.,1.9509884812260523,0.2418809657627869,0.23642507737890409,0.8686964940583277,0.1,0.8,129.8527740627037,92.6539956208548,0.0,0.0,130.6421241567655,66.83382695932352,1.1253527012330629,1.2614356855639166,18.0,1.7693426956319425,4.8036935559955305,0.9834073365640612
2000035,900035438,block,purple,plastic,grasp,grasp_success,What happens if you grasp the block?,You picked up the purple block.,1.0425860071588444,0.4560947298699005,0.35088616781358284,0.584080470871317,0.05,0.62,152.86131383450382,74.62566280645585,0.0,0.0,153.29422055732834,53.09049864641729,0.6461682734956629,0.861025587246711,19.0,1.3679896860011895,5.121596698376134,0.6706859873794543
2000036,900036447,ball,green,foam,poke,rolls_far,Look at the green ball. Try to poke it.,The green ball rolled away!,0.5337700935587285,0.8406507425074872,0.12297028311066274,0.2874873206878391,1.0,0.45,72.20775724233089,97.27654593479858,7.781239651344197,-3.3792904384712266,193.02379624774377,44.807723007023796,0.29624188779140703,0.36880164511415264,4.0,0.17177959694374817,0.16102186729185225,0.3297496761058222
2000037,900037456,plush,green,metal,poke,slides,Can you poke the green plush?,The green plush slid on the floor.,2.2002534649432133,0.2543807834372301,0.1711550482258274,0.9521871607380894,0.03,0.75,153.78348075753883,67.22577415921383,-0.863971221839148,1.2770710192085373,138.07506837407152,90.44501770068167,1.0460778488606286,1.295847606816084,20.0,2.3448846684371505,3.8083790591012794,1.0886588929573866
2000038,900038465,ball,red,wood,push,small_move,Can you push the red ball?,The red ball moved a little.,1.669824605825304,0.5170854438658484,0.10622014967607459,0.7476816209691068,1.0,0.45,74.44116639175805,70.15686366835627,0.23044033419896628,2.379210115789612,77.8606093793726,105.46133141606391,0.6567606468411428,0.6692103917592289,20.0,1.5309555809640056,1.21258566429345,0.8526313428373896
2000039,900039474,cup,purple,wood,poke,slides,Look at the purple cup. Try to poke it.,The purple cup slid on the floor.,1.6714486738713608,0.5390182264163803,0.10114249246086747,0.6695822002163623,0.1,0.8,77.92885680025847,88.61321607546387,-0.03917906216407662,1.7052164649205621,77.27631428794007,117.01425925015633,0.7364772996922186,0.8662759208598269,20.0,1.404999523016691,1.53916142046859,0.7582919673293604
2000040,900040483,plush,blue,foam,tap,slides,Can you tap the blue plush?,The blue plush slid on the floor.,0.6723578780256233,0.7995518952209087,0.0480340101572112,0.22521592997886505,0.03,0.75,150.11566784777722,113.68665180291717,-0.8493348869556459,1.5107335155068145,138.0540367490936,135.14098110496096,0.09558277002289971,0.12521126063582388,17.0,0.27334273120823127,0.08712718068998082,0.2550545276559434
2000041,900041492,block,red,plastic,tap,slides,Can you tap the red block?,The red block slid on the floor.,0.8946413041939114,0.4090083181710831,0.33744824052904593,0.5556373995150556,0.05,0.62,95.58545653707117,65.80789438957942,2.770310229775235,-2.0572081668670816,133.82856164256341,37.408898745052646,0.5208044697266216,0.6525052216272186,10.0,0.6860711939372398,1.9375716881189762,0.6274976915698335
2000042,900042501,plush,purple,foam,poke,missed,Look at the purple plush. Try to poke it.,You missed the purple plush.,0.7076443765121764,0.7765681493901666,0.09754557632648972,0.27970023403884925,0.03,0.75,113.77588921303828,101.09767097485697,0.0,0.0,113.77588921303828,101.09767097485697,0.0,0.0,0.0,0.0,0.0,0.0
2000043,900043510,block,purple,foam,tap,slides,Can you tap the purple block?,The purple block slid on the floor.,0.6716008462894644,0.7855474288976394,0.028661917481369252,0.2773798389650964,0.05,0.62,80.62788558085418,67.07905927636936,-1.3385092431346386,-4.2509261895082915,61.545690177414436,21.06645298808752,0.3622841095151657,0.39234029190137665,8.0,0.2678771676838351,0.07784875345984373,0.3128351146125372
2000044,900044519,block,purple,foam,push,missed,What happens if you push the block?,You missed the purple block.,0.6399766024688497,0.8046466385888594,0.0679918295434768,0.24354691863327746,0.05,0.62,121.75359719686287,108.32261123949,0.0,0.0,121.75359719686287,108.32261123949,0.0,0.0,0.0,0.0,0.0,0.0
2000045,900045528,block,yellow,plastic,grasp,grasp_success,Look at the yellow block. Try to grasp it.,You picked up the yellow block.,1.1133844418340635,0.32149057965048317,0.33295130969987907,0.5462867890292806,0.05,0.62,119.73483037291467,116.63603181178911,0.0,0.0,116.89564263604957,92.82543781674144,0.5910317057411424,0.6806211314156749,20.0,1.5723132977567635,3.8765670968038806,0.624366070155832
2000046,900046537,ball,purple,foam,poke,rolls_far,What happens if you poke the ball?,The purple ball rolled away!,0.6737782188417187,0.8700842405219166,0.10364799211678798,0.22053242347550395,1.0,0.45,77.14600178912467,98.125314685971,-6.1883906110582085,-1.6671861774648415,23.4084415615628,72.38364147872944,0.25812168900645255,0.2607017493410554,10.0,0.22991323821279402,0.24321771247392562,0.24094386906339638
2000047,900047546,block,blue,plastic,push,slides,What happens if you push the block?,The blue block slid on the floor.,1.0994987865119665,0.35366552241809684,0.3486078353774935,0.5909647848419034,0.05,0.62,82.79717966986397,110.13315515027713,-3.713430782761605,11.058521463115303,24.243430572345936,163.4284728575617,0.8510869414670788,0.9530921289274233,4.0,0.5741254812109382,1.2491624635966603,0.6689108909284786
2000048,900048555,cup,red,foam,push,topples,What happens if you push the cup?,"Oops, the red cup tipped over.",0.6452507759292427,0.7621065102759089,0.12854893380665972,0.251723491711888,0.1,0.8,116.32580670984815,84.96854110119125,6.134706559873899,-2.697032172227922,205.07680634324922,43.37489358568547,0.20024690247591934,0.2233825777504264,6.0,0.3050011684890385,0.15259149501236333,0.2693518657837219
2000049,900049564,plush,yellow,metal,tap,missed,What happens if you tap the plush?,You missed the yellow plush.,2.472517928371792,0.29368793663625825,0.1644814994866829,0.8674857909612288,0.03,0.75,105.41660949234532,74.12479264859942,0.0,0.0,105.41660949234532,74.12479264859942,0.0,0.0,0.0,0.0,0.0,0.0
2000050,900050573,cup,green,plastic,push,topples,Can you push the green cup?,"Oops, the green cup tipped over.",1.147783667178594,0.30222126181528136,0.42454550305830446,0.4932565740557554,0.1,0.8,104.03183111862444,69.51771038579551,-4.6413693547905295,0.8935062773174005,22.705624492756872,86.41876327841146,0.5354236142064656,0.5378851108934264,10.0,1.3119956131473336,2.044916266956828,0.5631057839728851
2000051,900051582,cup,purple,metal,poke,stays,Can you poke the purple cup?,The purple cup stayed there.,2.4465761139077284,0.33485668296395366,0.15344001610832755,0.9168164603546735,0.1,0.8,102.30557888852168,86.69181446360705,0.0,0.0,102.30557888852168,86.69181446360705,0.3671675546413433,0.4609256962032743,8.0,1.0175370210239958,0.5002423508215403,1.0312653409272194
2000052,900052591,cup,yellow,plastic,poke,topples,Can you poke the yellow cup?,"Oops, the yellow cup tipped over.",1.0905770220259816,0.3390951095486045,0.38307127186486684,0.6042958544174225,0.1,0.8,118.92313418509588,86.31981250529103,1.9945494600541436,-0.4185591322188248,149.59108529504888,79.88409794388689,0.6320403439026644,0.8449568040806356,18.0,1.8741750180176768,5.1302830019736465,0.6928253501757887
2000053,900053600,block,green,wood,poke,slides,Look at the green block. Try to poke it.,The green block slid on the floor.,1.5330991103054692,0.5162301024231556,0.1819630390644326,0.6992585720190102,0.05,0.62,119.2148092568024,113.39179322688435,1.1736809451824841,1.1319364989842766,137.39680793097742,130.92711064705642,0.7182401325488992,0.757237547223972,19.0,1.3322104504401444,2.2858951399156258,0.8013510966312052
2000054,900054609,plush,purple,metal,grasp,grasp_success,What happens if you grasp the plush?,You picked up the purple plush.,2.3642625948325304,0.2930909586959285,0.14043162561926842,0.9790471870988393,0.03,0.75,125.49048229849365,81.674977560043,0.0,0.0,125.45138617491693,59.39468918989618,1.5002564724366658,1.6557590573901226,17.0,1.641439886931261,3.462838810484772,1.1163798410084933
2000055,900055618,plush,red,metal,tap,slides,Can you tap the red plush?,The red plush slid on the floor.,2.322821991046889,0.2648599702039818,0.2019617750703916,0.8771668116059009,0.03,0.75,135.85499980472974,64.81304087973123,-0.6626293192248562,1.5119436551350771,125.3278248704223,88.83325080198806,1.1383706621006744,1.2763984666169426,15.0,1.0660007529529094,3.3879702587682474,0.9908307679397619
2000056,900056627,block,green,plastic,push,slides,What happens if you push the block?,The green block slid on the floor.,1.0669928687805759,0.3415737260333291,0.37594291705922656,0.5112885515666622,0.05,0.62,73.74616467125769,82.76508587794257,2.425661805668814,-0.3890680919488428,137.1263839944788,72.599109342485,0.2078929683218821,0.24636021632782076,17.0,1.8633491727259937,1.3866581339160826,0.5740571509379525
2000057,900057636,ball,green,metal,poke,rolls_far,Look at the green ball. Try to poke it.,The green ball rolled away!,2.173733193787762,0.3148965504939724,0.22394089901109504,0.8851150985550265,1.0,0.45,140.80134346516869,86.88963462948614,1.981902440622917,2.568013474070424,169.43747776610772,123.9943766303025,1.008489055625483,1.263019081297046,17.0,1.9359216526124339,4.152220474520331,1.0146606024776388
2000058,900058645,block,green,foam,tap,slides,Look at the green block. Try to tap it.,The green block slid on the floor.,0.6437105435275762,0.7789518916154562,0.12039007698633385,0.2790149368445014,0.05,0.62,94.18959063743286,86.60862342784117,0.7988823514195027,-4.603924923450798,106.74863110596657,15.292595130104012,0.42637282060781273,0.42637282060781273,5.0,0.23601195076718065,0.2154666540634949,0.315389226592103
2000059,900059654,block,purple,plastic,push,slides,Look at the purple block. Try to push it.,The purple block slid on the floor.,1.1733134423801355,0.3822935303883048,0.3224234473214302,0.547470866167391,0.05,0.62,100.64113399011124,75.64322579210696,5.550391213929512,-1.7776319298329737,187.43941922500105,47.84421175124741,0.3423100956381836,0.36848160470914215,13.0,1.3872123623297339,1.3987488629509557,0.610656919721751
2000060,900060663,plush,blue,metal,push,slides,Can you push the blue plush?,The blue plush slid on the floor.,2.1487204973364564,0.24012612624375318,0.22911876235572554,0.903153851898817,0.03,0.75,71.86236900270615,114.58324887969252,4.319777031994897,0.7974502683457254,190.43397858116433,136.47210128485014,1.5010134832026207,1.569280520446242,9.0,1.2024253642203233,2.7669017500324604,1.0298061940664442
2000061,900061672,plush,red,wood,tap,missed,What happens if you tap the plush?,You missed the red plush.,1.7238503421994622,0.583685045284206,0.16460812740575848,0.7098840975151922,0.03,0.75,107.73360223825108,110.39645791422724,0.0,0.0,107.73360223825108,110.39645791422724,0.0,0.0,0.0,0.0,0.0,0.0
2000062,900062681,plush,yellow,wood,tap,stays,What happens if you tap the plush?,The yellow plush stayed there.,1.7606768041066145,0.589941188775754,0.1695892312741762,0.6431025020118795,0.03,0.75,79.31690284708911,81.34787025354498,0.0,0.0,79.31690284708911,81.34787025354498,0.3259647966790502,0.3259647966790502,17.0,0.6497005763589042,0.835860805462677,0.7193139574313164
2000063,900063690,ball,purple,plastic,push,rolls_far,Can you push the purple ball?,The purple ball rolled away!,0.9850116669500003,0.39153470357146525,0.3544467869773015,0.5356342116185006,1.0,0.45,75.38536037706413,110.81475707895649,18.377973102847015,-4.170960051128021,145.98217333308511,48.16439734165056,0.6556175781373601,0.6556175781373601,3.0,0.4966166105821924,0.6384387620011691,0.571116161118636
2000064,900064699,cup,blue,metal,grasp,grasp_success,What happens if you grasp the cup?,You picked up the blue cup.,2.17395109845124,0.32093234823427996,0.1833130535684636,0.9167808885543659,0.1,0.8,124.38281814992408,76.93043082367913,0.0,0.0,122.00615437098216,56.52564126571892,0.3572657585949775,0.39813214811438197,17.0,1.5792917356829945,1.1248459762738703,1.0465278225599637
2000065,900065708,cup,green,metal,tap,slides,What happens if you tap the cup?,The green cup slid on the floor.,1.8835436522652982,0.3052077707399152,0.18428253335755218,0.8877433998976022,0.1,0.8,144.01413761427625,107.45057715408652,0.08727491638642132,2.231363779441511,145.5739503210031,147.33041572181952,1.4562079882615628,1.4562079882615628,15.0,0.8980724987321591,3.5661887615146917,0.9638585790613149
2000066,900066717,plush,purple,wood,tap,slides,Look at the purple plush. Try to tap it.,The purple plush slid on the floor.,1.3494765301103793,0.5526484393808987,0.10118483351856866,0.6728935154373769,0.03,0.75,129.01423970066256,102.23132078609177,2.10936584053939,-0.09224175991641675,156.25005796822958,101.04030888977621,0.7231424536422577,0.7509113455235328,17.0,0.6620849032720357,1.1100484967153912,0.7615403985362478
2000067,900067726,ball,blue,metal,grasp,grasp_fail,Can you grasp the blue ball?,The blue ball slipped away.,2.32373015496293,0.35116216469455,0.20556444086337322,0.9142789921640891,1.0,0.45,75.93527555797637,105.9725207479292,0.0,0.0,75.93527555797637,105.9725207479292,0.6210246217234966,0.808864552824072,13.0,1.1564262927902962,1.9243540433136583,1.0388222907781972
2000068,900068735,cup,red,metal,grasp,grasp_success,Can you grasp the red cup?,You picked up the red cup.,1.837276783768355,0.34265025363127594,0.2039533167642209,0.8780377148825746,0.1,0.8,118.57513834908697,117.6104302183505,0.0,0.0,117.93622072473497,94.11525762550603,1.1197433677537947,1.2491934062510732,17.0,1.4187914076230208,3.853982267024434,0.9996503432106885
2000069,900069744,cup,red,foam,tap,slides,Can you tap the red cup?,The red cup slid on the floor.,0.5700624311567735,0.8484243787828295,0.07096575608935546,0.2652766778411772,0.1,0.8,75.32259228961566,115.31487332293214,0.853638964049405,6.480451700237958,85.03078342986362,189.01519211181747,0.36307352883032096,0.3803145565903865,7.0,0.13577516942875043,0.17925802365146348,0.27863577043718213
2000070,900070753,block,yellow,metal,grasp,grasp_fail,Can you grasp the yellow block?,The yellow block slipped away.,2.1689768242745773,0.3468871245969295,0.15122287266253942,0.8787424901964307,0.05,0.62,99.4208839476434,82.66283319036371,0.0,0.0,99.4208839476434,82.66283319036371,0.8459041215018421,0.9200436027291585,12.0,1.1569435662565692,1.4225918980985441,0.9942047067360764
2000071,900071762,cup,green,foam,grasp,grasp_success,Can you grasp the green cup?,You picked up the green cup.,0.5450059880907975,0.7938684705724668,0.08290653623044748,0.25662042335415725,0.1,0.8,140.41580591106765,85.8874689343658,0.0,0.0,141.58891845566959,59.6905451932796,0.42234948656300836,0.42468986396788316,19.0,0.508078856071956,0.5730079518642409,0.2951123355152803
2000072,900072771,ball,yellow,metal,tap,missed,Can you tap the yellow ball?,You missed the yellow ball.,1.8097987359370542,0.2927272605797725,0.1482445659470677,0.9188897066895697,1.0,0.45,127.01101213963756,96.05186172616163,0.0,0.0,127.01101213963756,96.05186172616163,0.0,0.0,0.0,0.0,0.0,0.0
2000073,900073780,plush,blue,metal,poke,slides,What happens if you poke the plush?,The blue plush slid on the floor.,1.8724401784809024,0.29738776599624717,0.23002157042920401,0.9352519839619235,0.03,0.75,145.71167409534684,85.60263259761939,-1.6012808364486617,0.9375664607770114,122.37430042776938,99.26690580647616,0.933637835855833,1.216419564674601,17.0,1.9911435544076348,4.2099214236926,1.0611680518205098
